Age,Gender,Class,Size of Family,Father education,Mother education,Father Occupation,Mother Occupation,Health Issues,ParentMaritalStatus,PracticeSport,Attendance,Homework completion,Academic Score,Attentivity in Class,Behavioral Patterns,Performance,Self-Esteem,Socially Skills,Teacher Interaction,Cognitive Development,Technology Influence,Social Media Influence,Involved in Extra-Curricular
9,F,2,3,Graduate,Graduate,Private,Private,N,Married,Regularly ,95%,Never,34%,Nil,Hyperactive,Poor,Confident,Moderately Active,Nil,low,Addicted,Moderately Active,Regularly 
9,M,2,3,Post Graduate ,Post Graduate ,Government ,Government,N,Married,Regularly ,95%,Always,87%,Good,Focused,Excellent,Confident,Active,Good,Excellent ,No Usage,Moderately Active,Regularly 
9,M,2,3,Graduate,High School,Private,Private,N,Married,Never,85%,Never,20%,Nil,Disturbed ,Poor,Low,Inactive ,Nil,GPs,Addicted,Moderately Active,Never
8,M,2,3,Graduate,Graduate,Self- Employed,Private,N,Married,Sometimes,90%,Sometimes ,84%,Moderate,Focused,Excellent,Confident,Inactive ,Moderate,Average ,Addicted,Moderately Active,Regularly 
8,M,2,3,Graduate,Graduate,Self- Employed,Private,N,Married,Regularly ,98%,Never,30%,Nil,Hyperactive,Poor,Over Confident ,Active,Nil,Gps,Addicted,Moderately Active,Regularly 
8,F,3,4,Graduate,Graduate,Service,Service,N,Married,Sometimes,87%,Always,89%,Good,Focused,Excellent,Confident,Moderately active,Good,Good,Moderate,Moderately active,Regularly
8,F,3,4,Graduate,Graduate,Service,Service,N,Married,Sometimes,86%,Always,83%,Good,Focused,Excellent,Confident,Moderately active,Moderate,Good,Moderate,Moderately active,Never
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,75%,Sometimes,79%,Moderate,Active,Good,Confident,Active,Good,Average,Addicted,Over active,Sometimes
8,M,3,3,Post graduate,Graduate,Service,Home maker,N,Married,Regular,90%,Always,93%,Moderate,Disturbed,Excellent,Over confident,Active,Good,Excellent,Moderate,Moderately active,Sometimes
8,M,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,68%,Sometimes,64%,Nil,Disturbed,Average,Low,Active,Moderate,Low,Addicted,Over active,Never
8,F,3,3,Graduate,Graduate,Business,Business,N,Married,Sometimes,86%,Always,89%,Good,Focused,Excellent,Confident,Active,Good,Average,Moderate,Moderately active,Regularly
8,F,3,4,Graduate,Graduate,Business,Home maker,N,Married,Sometimes,88%,Always,65%,Moderate,Focused,Average,Confident,Moderately active,Moderate,Average,Moderate,Moderately active,Never
8,M,3,4,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,74%,Always,94%,Good,Focused,Excellent,Confident,Active,Good,Excellent,Moderate,Over active,Never
8,F,3,4,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,95%,Always,90%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No usage,Moderately active,Sometimes
8,F,3,4,Under graduate,Under graduate,Business,Home maker,N,Married,Sometimes,64%,Very poor,38%,Nil,Disturbed,Poor,Over confident,Active,Good,Low,Addicted,Over active,Never
8,M,3,3,Graduate,Graduate,Business,Home maker,N,Married,Sometimes,65%,Sometimes,62%,Moderate,Hyperactive,Average,Over confident,Active,Good,Average,Addicted,Over active,Sometimes
8,F,3,4,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,86%,Always,82%,Good,Focused,Excellent,Confident,Moderately active,Moderate,Good,Moderate,Moderately active,Never
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Regular,90%,Always,78%,Good,Focused,Good,Confident,Moderately active,Moderate,Excellent,No usage,Moderately active,Never
8,F,3,3,Under graduate,Under graduate,Business,Home maker,N,Married,Regular,95%,Always,67%,Good,Focused,Average,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,M,3,3,Under graduate,Under graduate,Service,Home maker,N,Married,Sometimes,78%,Sometimes,68%,Moderate,Disturbed,Average,Low,Moderately active,Moderate,Average,Addicted,Moderately active,Never
8,F,3,4,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,83%,Always,87%,Good,Focused,Excellent,Confident,Moderately active,Moderate,Good,Moderate,Moderately active,Sometimes
8,M,3,4,Post graduate,Graduate,Service,Service,N,Married,Sometimes,84%,Always,87%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,72%,Sometimes,75%,Moderate,Disturbed,Good,Over confident,Active,Good,Average,Moderate,Moderately active,Regularly
8,F,3,4,Graduate,Graduate,Business,Service,N,Married,Regular,89%,Always,90%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,Moderately active,Regularly
8,M,3,3,Graduate,Graduate,Service,Business,N,Married,Sometimes,79%,Always,63%,Moderate,Hyperactive,Average,Over confident,Active,Good,Average,Addicted,Over active,Regularly
8,M,3,4,Graduate,Graduate,Business,Home maker,N,Married,Sometimes,84%,Always,74%,Moderate,Focused,Good,Confident,Active,Good,Good,Moderate,Moderately active,Never
8,M,3,3,Graduate,Graduate,Service,Service,N,Married,Very poor,89%,Always,85%,Good,Focused,Excellent,Low,Moderately active,Moderate,Low,Addicted,Over active,Never
8,M,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,71%,Very poor,40%,Nil,Disturbed,Poor,Over confident,Active,Moderate,Average,Addicted,Over active,Sometimes
8,F,3,4,Under graduate,Under graduate,Service,Home maker,N,Married,Sometimes,73%,Sometimes,37%,Moderate,Sleepy,Poor,Low,Moderately active,Nil,Low,Moderate,Moderately active,Never
8,F,3,3,Graduate,Graduate,Service,Service,N,Married,Regular,86%,Always,72%,Good,Focused,Good,Confident,Active,Good,Good,Moderate,Moderately active,Regularly
8,F,3,4,Post graduate,Graduate,Service,Home maker,N,Married,Sometimes,64%,Sometimes,63%,Moderate,Disturbed,Average,Confident,Active,Good,Average,Addicted,Over active,Regularly
8,M,3,4,Graduate,Graduate,Service,Home maker,N,Married,Regular,92%,Always,95%,Good,Focused,Excellent,Confident,Active,Good,Excellent,No usage,Moderately active,Sometimes
8,M,3,4,Graduate,Graduate,Service,Business,N,Married,Regular,99%,Always,98%,Good,Hyperactive,Excellent,Over confident,Active,Good,Excellent,Addicted,Over active,Regularly
8,M,3,4,Graduate,Graduate,Service,Service,N,Married,Regular,95%,Always,79%,Moderate,Hyperactive,Good,Over confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,F,3,4,Graduate,Graduate,Service,Business,N,Married,Sometimes,81%,Sometimes,54%,Moderate,Disturbed,Poor,Confident,Active,Good,Good,Addicted,Over active,Sometimes
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Regular,80%,Always,86%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,M,3,3,Graduate,Graduate,Service,Service,N,Married,Sometimes,78%,Always,69%,Moderate,Disturbed,Average,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,60%,Always,56%,Good,Active,Poor,Confident,Active,Moderate,Average,Moderate,Inactive,Never
8,F,3,4,Graduate,Under graduate,Service,Home maker,N,Married,Sometimes,67%,Always,67%,Moderate,Disturbed,Average,Low,Moderately active,Moderate,Average,Moderate,Inactive,Never
8,M,3,4,Under graduate,Under graduate,Business,Home maker,N,Married,Regular,79%,Always,95%,Good,Hyperactive,Excellent,Confident,Active,Good,Excellent,Moderate,Moderately active,Sometimes
8,F,3,3,Graduate,Graduate,Service,Service,N,Married,Sometimes,81%,Always,90%,Good,Focused,Excellent,Confident,Moderately active,Moderate,Good,No usage,Inactive,Never
8,F,3,3,Under graduate,Under graduate,Business,Home maker,N,Married,Sometimes,60%,Very poor,37%,Nil,Disturbed,Poor,Over confident,Active,Nil,Low,Addicted,Over active,Never
8,F,3,3,Under graduate,Graduate,Business,Service,N,Married,Sometimes,78%,Always,57%,Moderate,Active,Poor,Over confident,Active,Good,Average,Addicted,Over active,Sometimes
8,M,3,4,Graduate,Under graduate,Service,Home maker,N,Married,Regular,90%,Always,79%,Good,Focused,Good,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,F,3,4,Graduate,Graduate,Business,Business,N,Married,Very poor,60%,Sometimes,36%,Nil,Disturbed,Poor,Over confident,Active,Good,Average,Addicted,Over active,Regularly
8,M,3,4,Graduate,Graduate,Service,Service,N,Married,Regular,90%,Always,78%,Moderate,Hyperactive,Good,Over confident,Active,Good,Good,Moderate,Moderately active,Sometimes
8,F,3,3,Graduate,Graduate,Service,Home maker,N,Married,Sometimes,76%,Sometimes,40%,Nil,Sleepy,Poor,Low,Moderately active,Nil,Low,Addicted,Inactive,Never
8,F,3,3,Graduate,Graduate,Service,Business,N,Married,Regular,97%,Always,94%,Good,Focused,Excellent,Confident,Active,Good,Good,Moderate,Moderately active,Sometimes
7,MALE,2,3,Graduate,Graduate,private,Private,No,Married,Sometimes ,97%,always,62%,Moderate ,Calm,Average,confident,active,good,average ,no usage,inactive ,regularly 
7,MALE,2,4,Graduate,Graduate,private,Private,No,Married,never,84%,always,65%,Moderate ,focussed ,Average,confident,active,good,average ,moderate ,inactive ,regularly 
6,MALE,2,3,Graduate,Graduate,private,Private,No,Married,Sometimes ,88%,always,68%,moderate ,focussed ,Average,confident,active,good,average ,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,private,Private,No,Married,Sometimes ,89%,always,69%,moderate ,focussed ,Average,confident,active,good,average ,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,private,Private,No,Married,regularly ,96%,always,79%,Moderate ,focussed ,Good,confident,active,good,average ,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,private,Private,No,Married,regularly ,84%,always,54%,Moderate ,focused ,Poor,confident,active,good,average ,moderate ,inactive ,regularly 
8,MALE,2,3,Graduate,Graduate,private,Private,No,Married,never,84%,sometimes,52%,Moderate ,calm,Poor,confident,active,good,average ,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,private,Private,No,Married,regularly ,66%,always,97%,good,focussed ,Excellent,confident,active,good,average ,moderate ,inactive ,regularly 
7,MALE,2,3,Post Graduate,Post graduate,government ,government ,No,Married,Sometimes ,51%,always,86%,good,focussed ,Excellent,confident,active,good,average ,moderate ,inactive ,regularly 
8,FEMALE ,2,5,Graduate,Graduate,private,Private,No,Married,Sometimes ,92%,always,94%,good,focussed ,Excellent,confident,active,good,average ,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,private,House wife,No,Married,Sometimes ,97%,always,98%,good,focussed ,Excellent,confident,active,good,average ,moderate ,inactive ,regularly 
7,MALE,2,5,Graduate,Graduate,private,House wife,No,Married,Sometimes ,82%,always,61%,good,calm,Average,confident,active,good,average ,moderate ,inactive ,regularly 
8,FEMALE ,2,3,Post Graduate,Post graduate,private,House wife,No,Married,Sometimes ,88%,always,81%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,4,Graduate,Post graduate,self employed ,House wife,No,Married,Sometimes ,48%,always,49%,good,calm,Poor,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Post graduate,self employed ,House wife,No,Married,Sometimes ,80%,always,71%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Post Graduate,Graduate,self employed ,House wife,No,Married,Sometimes ,94%,always,93%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Post graduate,self employed ,House wife,No,Married,never,97%,always,94%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Post Graduate,Graduate,self employed ,House wife,No,Married,regularly ,92%,always,71%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,self employed ,House wife,No,Married,Sometimes ,70%,always,63%,good,focussed ,Average,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,self employed ,House wife,No,Married,never,65%,always,41%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
8,MALE,2,3,Post Graduate,Graduate,self employed ,government ,No,Married,regularly ,89%,always,94%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
8,MALE,2,3,Graduate,Graduate,self employed ,government ,No,Married,regularly ,85%,always,59%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Post Graduate,Post graduate,self employed ,private,No,Married,regularly ,77%,sometimes,58%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,self employed ,private,No,Married,regularly ,89%,always,95%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
6,MALE,2,3,Graduate,Graduate,self employed ,private,No,Married,regularly ,85%,sometimes,34%,good,calm,Poor,confident,active,moderate,average ,no usage,inactive ,sometimes
8,MALE,2,3,Graduate,Graduate,self employed ,private,No,Married,regularly ,85%,sometimes,18%,very poor,calm,Poor,low,active,good,good,no usage,inactive ,sometimes
7,FEMALE ,2,3,Graduate,Graduate,government ,private,No,Married,regularly ,52%,always,22%,Moderate ,calm,Poor,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,private,private,No,Married,regularly ,98%,always,91%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,government ,private,No,Married,regularly ,86%,never,16%,very poor,calm,Poor,low,active,moderate,average ,no usage,inactive ,never
7,MALE,2,3,Graduate,Graduate,self employed ,private,No,Married,regularly ,86%,always,57%,good,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,3,Graduate,Graduate,self employed ,self employed ,No,Married,sometimes ,40%,never,11%,very poor,focussed ,Poor,confident,active,good,good,moderate ,inactive ,regularly 
8,MALE,2,4,Graduate,Graduate,self employed ,self employed ,No,Married,sometimes ,89%,never,15%,very poor,Calm,Poor,low,active,moderate,average ,no usage,inactive ,sometimes
7,MALE,2,3,Graduate,Graduate,self employed ,self employed ,No,Married,sometimes ,98%,always,78%,good,focussed ,Good,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,Private,government ,No,Married,sometimes ,99%,always,90%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,MALE,2,5,Graduate,Graduate,Private,House wife,No,Married,sometimes ,91%,always,49%,Moderate ,calm,Poor,confident,active,good,good,no usage,inactive ,regularly 
8,FEMALE ,2,3,Post Graduate,Post graduate,Private,House wife,No,Married,sometimes ,98%,always,88%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
7,FEMALE ,2,3,Graduate,Graduate,Private,government ,No,Married,sometimes ,93%,always,83%,good,focussed ,Excellent,confident,active,good,good,moderate ,inactive ,regularly 
